area,aspect_ratio,circularity,solidity,h,s,v,label
5839.5,0.9903846153846154,0.6250621534969312,0.9565110565110565,174.79509018036075,136.08867735470943,150.60203740814964,1
105287.0,1.0180722891566265,0.7553525497278972,0.9890561004020592,174.3081918930655,204.30649272188344,207.56163271470916,1
73712.0,1.038338658146965,0.683479332999439,0.9774895735948389,174.3461859613209,183.66157140548404,228.76675375747456,1
48622.0,0.8951310861423221,0.6988782127691737,0.986387519526099,175.12516305233981,198.13940975052992,227.30521359856513,1
42557.5,0.8202247191011236,0.6768022006945315,0.982852193995381,175.13305410122163,196.62587550901688,231.5733100639907,1
69989.0,1.0202702702702702,0.7267692076369332,0.981943431168977,172.83371156246454,219.40172188811982,134.65209066152275,1
8411.0,0.6290322580645161,0.7152058758847089,0.9831102799368827,174.15247732030704,227.10642009769714,166.73679925564085,1
8473.0,0.6422764227642277,0.7204778725919794,0.9826046619505973,174.18695150115474,227.1230946882217,166.6704387990762,1
10906.0,0.8413793103448276,0.6793136979073857,0.9750558784085829,175.98910204449248,222.98378816536072,142.13951184364586,1
4684.5,0.375,0.5690285484670705,0.9738072965388214,168.0243952863345,187.42071531941286,99.27558403969402,1
4675.0,0.375,0.5699487276274956,0.972742405326675,168.32628962088253,188.33871970167806,98.47047855811063,1
1458.0,0.39814814814814814,0.2825360582885003,0.9067164179104478,121.79758115849776,164.01718650541056,128.56842775302354,1
1462.0,0.3944954128440367,0.2789129006558337,0.91375,133.5501269035533,164.10850253807106,128.71129441624365,1
7774.5,0.5864661654135338,0.634269381926163,0.9687850467289719,170.60914343129866,205.94549108264255,97.84677216779703,1
5435.5,0.49242424242424243,0.5311340651580759,0.9488522300776817,168.3952533904354,190.2560670949322,92.08868665239115,1
2001.0,0.296875,0.2824579686422535,0.8718954248366013,73.47196261682244,138.19439252336448,110.30560747663552,1
2002.5,0.29365079365079366,0.2948799632281029,0.9044715447154471,72.47826086956522,139.38101916783543,111.39691444600281,1
2015.0,0.29133858267716534,0.2915366604295011,0.8975501113585747,53.76962378077102,138.8230376219229,111.42034370645611,1
9483.0,0.9280575539568345,0.7640543050963348,0.9808647083160943,173.25090833592856,219.87657012353367,157.8295442748884,1
456.0,0.273972602739726,0.21194910039674816,0.8491620111731844,44.8968105065666,149.5872420262664,121.9155722326454,1
6048.0,0.9797979797979798,0.6856459928560876,0.9708644353479412,173.437540348612,223.21707553260165,109.66801162040025,1
1655.5,1.830188679245283,0.1735659273236866,0.4561234329797493,7.756622516556291,131.1081677704194,126.62251655629139,0
1730.5,2.0,0.21163446395817967,0.501885150812065,7.5536,131.13866666666667,125.71626666666667,0
1655.0,1.9215686274509804,0.16900661563957997,0.46462661426165075,7.335170893054024,131.17695700110255,126.25027563395811,0
4662.5,2.9565217391304346,0.2101401337545189,0.47520766447536056,172.85863125638406,212.6026557711951,148.61756894790602,0
4426.5,2.8,0.21119896877632385,0.4692817386694938,172.85361134995702,208.707222699914,149.06857265692176,0
3989.5,2.585714285714286,0.21235060511730186,0.4592230215827338,173.36592909826317,209.35855341422794,149.1548893647395,0
8871.0,3.3698630136986303,0.31422479466088493,0.7394656774892677,171.49726835664336,223.46722027972027,140.96263111888112,0
26048.0,2.596590909090909,0.24713479930620835,0.8543409098363344,171.46415264762334,223.65059651499755,118.03774792066538,0
27286.0,2.5824175824175826,0.2547407308256309,0.8882306027116327,172.08726449014816,222.67798072774343,118.71968934272977,0
737.0,0.8048780487804879,0.5706359916235882,0.8842231553689263,175.62547288776796,188.4829760403531,88.68221941992434,0
806.0,0.8653846153846154,0.30521634087447014,0.7145390070921985,7.468325791855205,158.3269230769231,116.94909502262445,0
846.0,0.8653846153846154,0.27165957432622645,0.7017834923268353,7.243823845327604,156.47475832438238,117.35982814178303,0
864.0,0.9056603773584906,0.23823649435246053,0.670547147846333,7.249999999999999,153.87656903765688,118.78765690376568,0
1414.0,0.7735849056603774,0.6993573763713119,0.9439252336448598,174.12045760430686,201.34118438761777,152.55383580080755,0
